TEXT,REACTION
She counted the pencils ✏️,neutral
She broke her glasses 🤓,negative
She sang to the baby 🎵,positive
They picked matching socks 🧦,neutral
He scribbled on homework 📄,negative
He helped carry the bags 🛍️,positive
He closed the umbrella ☂️,neutral
They cried in the car 🚗,negative
We clapped after the puppet show 👏,positive
We waited for the light 🚦,neutral
She fell off the swing 🛝,negative
She smiled at the puppy 🐶,positive
She peeled a banana 🍌,neutral
He tore his paper hat 🧢,negative
He danced to the music 🎶,positive
He blinked at the sun ☀️,neutral
She tripped over her shoes 👠,negative
They picked flowers from the yard 🌼,positive
They knocked on the door 🚪,neutral
He refused to say sorry 🙅‍♂️,negative
She painted her nails 💅,positive
She rolled the toy car 🚗,neutral
She slammed her book shut 📚,negative
He found a shiny rock 🪨,positive
He hung his jacket 🧥,neutral
They pushed each other 😤,negative
She skipped down the street 🏃‍♀️,positive
We rinsed the plates 🍽️,neutral
He got scared of the clown 🤡,negative
We ate mangoes under the tree 🥭,positive
She tapped on the glass 🔍,neutral
She hid under the bed 🛏️,negative
They shared stickers 📎,positive
He removed his shoes 👟,neutral
He was late for school 🕗,negative
He offered his last cookie 🍪,positive
They read a map 🗺️,neutral
She scratched her knee 🤕,negative
She comforted her friend 🤗,positive
She flipped the page 📖,neutral
He lost his toy truck 🚛,negative
They made a thank-you card ✉️,positive
He watched the ceiling fan 🌀,neutral
She screamed during nap time 😖,negative
She hummed while drawing 🎶,positive
They smiled during storytime 📚,positive
He clapped for his friend 👏,positive
Hugged his puppy tightly 🐶,positive
She shared her crayons 🖍️,positive
Watched birds fly past 🐦,positive
They high-fived after the game ✋,positive
He helped pick up trash 🗑️,positive
They sang birthday song 🎂,positive
She waved to grandpa 👋,positive
Sat quietly while waiting ⏳,neutral
Lined up at the school gate 🚶,neutral
Picked up a leaf 🍂,neutral
Folded her blanket neatly 🛏️,neutral
Looked at the wall clock 🕒,neutral
Baby woke up too early 🥱,neutral
Waited at the bus stop 🚌,neutral
Picked a book from the shelf 📘,neutral
Sharpened a crayon tip 🖍️,neutral
Put a bandage on a cut 🩹,neutral
Counted marbles in a jar 🔵,neutral
Washed hands before lunch 🧼,neutral
Stared at the goldfish quietly 🐟,neutral
Stacked blocks one by one 🧊,neutral
Folded a drawing in half 📄,neutral
Missed the school bus 😩,negative
Dropped the cake before party 😫,negative
Bit his lip while chewing 😬,negative
Got a paper cut 😖,negative
Broke his pencil in class 😞,negative
Spilled paint on her dress 😓,negative
Forgot his lunchbox at home 😟,negative
Argued with sister over TV 😤,negative
Ran into the couch accidentally 😵,negative
Screamed at bedtime 😫,negative
Bumped into a table 😢,negative
Lost her hairclip 😞,negative
Cried during the cartoon 😢,negative
Threw blocks on the rug 😡,negative
Slammed the door hard 😠,negative
Knocked over a cup of milk 😖,negative
Hid behind the curtain 😟,negative
She waved goodbye from the window 👋,positive
He offered me his candy 🍬,positive
They colored together happily 🎨,positive
She smiled while brushing her doll's hair 🪮,positive
He helped tie his sister's shoelace 👟,positive
They built a Lego tower together 🧱,positive
She danced in her pajamas 💃,positive
He shared his water bottle 💧,positive
They sang a nursery rhyme 🎶,positive
She held her mom's hand tightly 🤝,positive
He put toys back in the bin 🧸,positive
She smiled at the new baby 👶,positive
He laughed while swinging 🛝,positive
She handed me a flower 🌸,positive
They hugged each other after a game 🤗,positive
He kissed his baby brother 💋,positive
They raced on their bikes 🚴,positive
She said thank you politely 🙏,positive
He cleaned up the spilled water 💦,positive
They smiled during the story 📘,positive
She stood near the window quietly 🪟,neutral
He drank from his water bottle 🍼,neutral
They walked through the hallway 🚶,neutral
She sat down on the floor 🪑,neutral
He looked at the drawing board 📋,neutral
She tapped her foot impatiently 🦶,neutral
He blinked at the bright light 💡,neutral
She opened the pencil box ✏️,neutral
He folded the napkin neatly 🍽️,neutral
They waited for the teacher patiently 🧍,neutral
He forgot to wear socks 🧦,negative
She spilled milk on her book 🥛📖,negative
They shouted during class 📢,negative
He stepped on his toy car 🧸😣,negative
She cried when her balloon popped 🎈😭,negative
He lost his pencil case ✏️😞,negative
She got mud on her shoes 👞😟,negative
They tore the paper craft 📄💔,negative
He fell while running 🏃‍♂️😢,negative
She yelled at her little brother 😠,negative
He offered his snack to his friend 🍪,positive
They clapped after the puppet show 🎭👏,positive
She watched the sunset with mom 🌇,positive
He whispered a joke to me 🤫,positive
They enjoyed the bubbles in the bath 🛁,positive
She hummed while painting 🎨🎵,positive
He tucked in his shirt properly 👕,positive
She pet the neighborhood cat 🐱,positive
They waited quietly in line 🚶‍♀️,neutral
He stared at the fish in the pond 🐟,neutral
She counted the blocks aloud 🔢,neutral
They stood beside the bench 🪑,neutral
He blinked at the bright flash 💥,neutral
She opened the classroom window 🪟,neutral
He sniffled during reading time 🤧,neutral
They tiptoed into the room 🤫,neutral
She bumped into her desk 😓,negative
He dropped his lunch on the floor 🍱😩,negative
They argued about the last toy 😡,negative
She got paint on her hair 🎨😬,negative
He pouted after losing the game 😞,negative
She stomped away from the room 😠,negative
They yelled at each other loudly 😤,negative
He got scolded for being late 😟,negative
She slipped on the wet floor 😣,negative
They dropped all the crayons 🖍️😓,negative
He gave his toy to a friend 🧸,positive
She helped zip her brother's jacket 🧥,positive
They cheered for their team 🥳,positive
He brushed his teeth without help 🪥,positive
She opened the storybook 📖,positive
They shared the last slice of cake 🍰,positive
He made a paper airplane ✈️,positive
She tied her ponytail 🎀,positive
He waited patiently in the hallway 🚶‍♂️,neutral
She fixed the puzzle pieces 🧩,neutral
He zipped up his bag 🎒,neutral
They sat on the floor mats 🪑,neutral
She arranged her books 📚,neutral
He stared at the ceiling fan 🌀,neutral
She dropped her juice box 😓,negative
He tore his homework accidentally 😖,negative
She cried after the toy broke 😭,negative
He lost his notebook 😞,negative
They spilled popcorn on the couch 🍿😩,negative
She scratched her arm while playing 🤕,negative
He slipped while running inside 😬,negative
She shouted during nap time 😠,negative
He tripped over his shoelace 👟😣,negative
They yelled at the TV during a cartoon 📺😤,negative
He gave a toy to his sister 🧸❤️,positive
She kissed her teddy bear goodnight 🧸💤,positive
They built sandcastles at the beach 🏖️,positive
He colored inside the lines 🎨✅,positive
She found a ladybug and smiled 🐞😊,positive
He put away his shoes properly 👞,positive
She smiled at the rainbow 🌈,positive
They laughed during the game 😄🎲,positive
He helped with the groceries 🛒,positive
She shared her favorite book 📚💖,positive
She closed her notebook quietly,neutral
He painted with blue and green colors,positive
They jumped over puddles together,positive
She braided her doll's hair neatly,positive
He packed his bag before dinner,neutral
They lined up after the bell rang,neutral
She folded her sweater and kept it aside,neutral
He circled the right answer,positive
They whispered secrets under the table,neutral
She placed the book on the shelf,neutral
He turned off the light before leaving,positive
They played hide and seek indoors,positive
She hummed a lullaby while waiting,positive
He erased the chalkboard carefully,neutral
They matched the socks by color,neutral
She dusted the toy shelf lightly,neutral
He traced the drawing with a pencil,neutral
They practiced spelling together,positive
She tied the gift box with ribbon,positive
He fetched a glass of water,neutral
